Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Bahamas,BHS,Control of Corruption: Number of Sources,CC.NO.SRC,2,,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,5,5,5,4
Bosnie-Herzégovine,BIH,Control of Corruption: Number of Sources,CC.NO.SRC,5,,5,6,9,10,11,12,12,12,12,11,14,13,11,12,11,11,11,11,9,8,8
Bélarus,BLR,Control of Corruption: Number of Sources,CC.NO.SRC,5,,5,6,6,6,8,8,10,10,10,9,11,11,10,10,10,10,10,10,8,8,7
Belize,BLZ,Control of Corruption: Number of Sources,CC.NO.SRC,1,,1,1,2,2,3,4,5,5,5,6,5,5,5,6,5,4,4,4,4,3,3
Bermudes,BMU,Control of Corruption: Number of Sources,CC.NO.SRC,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bolivie,BOL,Control of Corruption: Number of Sources,CC.NO.SRC,5,,6,7,11,12,14,14,14,14,15,16,16,15,14,14,13,12,12,13,11,11,11
Brésil,BRA,Control of Corruption: Number of Sources,CC.NO.SRC,6,,7,8,10,10,14,13,13,14,15,16,15,15,12,12,14,14,14,14,13,12,11
Barbade,BRB,Control of Corruption: Number of Sources,CC.NO.SRC,2,,2,2,3,3,4,4,3,4,4,4,4,4,4,4,5,4,4,6,6,6,5
Brunéi Darussalam,BRN,Control of Corruption: Number of Sources,CC.NO.SRC,2,,2,2,2,2,2,2,4,5,5,5,4,4,3,3,5,5,5,5,3,3,3
Bhoutan,BTN,Control of Corruption: Number of Sources,CC.NO.SRC,2,,2,2,4,7,7,7,7,8,8,8,8,10,9,9,9,8,6,6,6,7,7
Botswana,BWA,Control of Corruption: Number of Sources,CC.NO.SRC,4,,6,7,8,8,10,10,10,10,10,10,11,12,11,13,12,12,12,12,12,11,11
République centrafricaine,CAF,Control of Corruption: Number of Sources,CC.NO.SRC,2,,2,3,5,6,6,7,6,9,9,9,9,10,10,9,10,10,10,10,8,8,8
Canada,CAN,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,6,7,7,10,11,11,11,11,12,12,11,11,11,10,10,9,9,8,9,9
Europe centrale et les pays baltes,CEB,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Suisse,CHE,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,6,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,7,7,7
Îles Anglo-Normandes,CHI,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Chili,CHL,Control of Corruption: Number of Sources,CC.NO.SRC,6,,7,8,9,10,13,13,13,13,13,13,13,13,12,12,13,13,13,13,12,12,11
Chine,CHN,Control of Corruption: Number of Sources,CC.NO.SRC,7,,7,8,10,10,11,12,12,12,13,14,14,13,11,11,12,12,12,11,10,10,10
Côte d'Ivoire,CIV,Control of Corruption: Number of Sources,CC.NO.SRC,4,,4,5,7,8,9,8,10,12,12,13,14,15,14,15,15,14,14,15,14,13,13
Cameroun,CMR,Control of Corruption: Number of Sources,CC.NO.SRC,4,,4,6,8,10,12,13,13,13,13,15,15,15,15,15,15,15,15,15,14,13,13
"Congo, République démocratique du",COD,Control of Corruption: Number of Sources,CC.NO.SRC,3,,3,4,7,8,8,9,9,11,12,12,12,13,12,12,11,11,12,12,11,11,12
"Congo, République du",COG,Control of Corruption: Number of Sources,CC.NO.SRC,3,,3,3,5,8,9,9,9,9,9,9,10,11,11,10,10,10,10,10,9,10,10
Colombie,COL,Control of Corruption: Number of Sources,CC.NO.SRC,6,,7,8,11,12,14,15,15,15,15,16,16,15,14,14,14,14,14,14,13,12,11
Comores,COM,Control of Corruption: Number of Sources,CC.NO.SRC,2,,2,2,4,5,5,5,5,6,6,6,6,7,7,6,7,7,7,7,6,6,7
Cabo Verde,CPV,Control of Corruption: Number of Sources,CC.NO.SRC,1,,3,3,5,6,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,8,8
Costa Rica,CRI,Control of Corruption: Number of Sources,CC.NO.SRC,5,,6,7,10,10,11,12,11,11,10,9,10,10,10,10,12,12,12,12,11,11,10
Petits états des Caraïbes,CSS,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Control of Corruption: Number of Sources,CC.NO.SRC,4,,4,5,6,6,7,7,6,6,6,6,7,7,7,7,7,7,7,7,6,5,5
Curacao,CUW,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Îles Caïmans,CYM,Control of Corruption: Number of Sources,CC.NO.SRC,1,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Chypre,CYP,Control of Corruption: Number of Sources,CC.NO.SRC,4,,4,4,5,5,6,6,6,7,7,7,8,8,8,8,8,9,9,9,9,10,10
République tchèque,CZE,Control of Corruption: Number of Sources,CC.NO.SRC,8,,8,9,10,10,12,12,12,12,14,15,15,14,14,14,13,13,13,13,12,12,12
Allemagne,DEU,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,6,7,7,9,9,9,8,10,12,12,11,10,10,11,11,11,11,10,10,10
Djibouti,DJI,Control of Corruption: Number of Sources,CC.NO.SRC,2,,2,2,4,5,5,5,6,7,7,7,7,8,8,7,7,7,8,8,8,8,8
Dominique,DMA,Control of Corruption: Number of Sources,CC.NO.SRC,1,,1,1,2,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
Danemark,DNK,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,6,7,7,8,8,8,9,10,10,11,11,11,11,10,10,10,10,10,10,10
République dominicaine,DOM,Control of Corruption: Number of Sources,CC.NO.SRC,4,,5,6,9,10,12,12,12,12,11,12,12,12,11,12,12,12,12,13,12,11,10
Algérie,DZA,Control of Corruption: Number of Sources,CC.NO.SRC,4,,4,6,8,8,9,10,10,10,10,11,12,12,11,10,10,10,9,8,6,7,7
Asie de l’Est et Pacifique (hors revenu élevé),EAP,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
de dividende précoce démographique,EAR,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Asie de l’Est et Pacifique,EAS,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Europe et Asie centrale (hors revenu élevé),ECA,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Europe et Asie centrale,ECS,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Équateur,ECU,Control of Corruption: Number of Sources,CC.NO.SRC,5,,6,7,11,11,12,13,12,13,13,12,13,13,11,12,13,13,13,13,11,10,10
"Égypte, République arabe d’",EGY,Control of Corruption: Number of Sources,CC.NO.SRC,5,,5,6,8,8,10,10,10,11,11,12,14,14,13,13,12,13,12,10,9,9,9
Zone euro,EMU,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Érythrée,ERI,Control of Corruption: Number of Sources,CC.NO.SRC,2,,2,3,6,7,8,8,8,8,8,8,8,9,7,8,9,9,9,9,8,8,8
Espagne,ESP,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,6,7,7,9,10,10,10,10,11,11,11,11,11,11,11,11,11,10,10,10
Estonie,EST,Control of Corruption: Number of Sources,CC.NO.SRC,7,,8,9,10,10,12,11,11,11,11,12,13,13,13,13,12,12,12,12,12,12,12
Éthiopie,ETH,Control of Corruption: Number of Sources,CC.NO.SRC,4,,4,6,9,11,14,14,13,13,14,15,14,15,14,14,13,13,13,14,12,12,12
Union européenne,EUU,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Fragile et les situations de conflit touchées,FCS,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Finlande,FIN,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,6,7,7,8,8,8,9,9,9,10,11,11,11,10,10,10,10,10,10,10
Fidji,FJI,Control of Corruption: Number of Sources,CC.NO.SRC,2,,2,2,2,2,3,3,3,3,4,4,4,4,3,3,3,2,2,2,3,4,5
France,FRA,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,6,7,7,9,10,10,10,10,11,11,11,10,10,11,11,11,11,10,10,10
Îles Féroé,FRO,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
"Micronésie, États fédérés de",FSM,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4
Gabon,GAB,Control of Corruption: Number of Sources,CC.NO.SRC,4,,4,4,5,5,7,7,7,6,6,6,8,9,8,9,9,9,11,12,10,8,9
Royaume-Uni,GBR,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,6,7,7,9,9,9,9,10,11,11,11,11,11,11,11,11,11,8,8,8
Géorgie,GEO,Control of Corruption: Number of Sources,CC.NO.SRC,4,,4,5,8,9,12,13,13,13,13,13,15,14,13,13,11,11,11,10,8,8,8
Ghana,GHA,Control of Corruption: Number of Sources,CC.NO.SRC,4,,5,7,10,11,13,13,14,15,15,16,16,16,15,15,15,15,15,15,14,13,13
Gibraltar,GIB,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Guinée,GIN,Control of Corruption: Number of Sources,CC.NO.SRC,3,,3,4,6,7,8,8,9,9,9,10,12,13,13,14,13,14,14,14,13,12,12
Gambie,GMB,Control of Corruption: Number of Sources,CC.NO.SRC,3,,3,4,6,7,8,8,8,8,8,8,8,9,9,9,9,10,12,12,11,11,12
Guinée-Bissau,GNB,Control of Corruption: Number of Sources,CC.NO.SRC,3,,3,3,5,6,6,6,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8
Guinée équatoriale,GNQ,Control of Corruption: Number of Sources,CC.NO.SRC,3,,3,3,4,4,4,3,3,3,4,4,4,5,4,4,4,4,5,5,5,5,5
Grèce,GRC,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,6,7,7,9,9,9,9,11,11,12,12,11,11,11,11,11,11,10,10,10
Grenade,GRD,Control of Corruption: Number of Sources,CC.NO.SRC,1,,1,1,2,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,3,3
Groenland,GRL,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,1,1,1
Guatemala,GTM,Control of Corruption: Number of Sources,CC.NO.SRC,5,,6,8,11,11,14,14,13,12,13,14,14,13,12,12,13,13,13,13,12,11,10
Guam,GUM,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guyana,GUY,Control of Corruption: Number of Sources,CC.NO.SRC,3,,3,3,4,7,9,10,9,9,9,9,10,10,9,9,7,7,7,8,8,8,7
Revenu élevé,HIC,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
"Chine, RAS de Hong Kong",HKG,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,6,7,7,9,9,9,9,9,10,10,10,9,8,9,10,10,10,8,9,9
Honduras,HND,Control of Corruption: Number of Sources,CC.NO.SRC,5,,6,7,10,11,12,12,12,13,13,13,13,13,13,13,14,14,14,13,12,13,12
Pays pauvres très endettés (PPTE),HPC,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Croatie,HRV,Control of Corruption: Number of Sources,CC.NO.SRC,6,,7,8,10,10,12,12,11,11,11,12,13,14,14,14,13,13,13,13,12,12,11
Haïti,HTI,Control of Corruption: Number of Sources,CC.NO.SRC,3,,4,6,6,7,10,10,10,11,11,12,12,12,11,11,10,11,10,10,8,9,9
Hongrie,HUN,Control of Corruption: Number of Sources,CC.NO.SRC,8,,8,9,9,9,11,11,13,13,14,14,15,14,14,14,13,13,13,13,12,12,12
BIRD seulement,IBD,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
BIRD et IDA,IBT,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
IDA totale,IDA,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
IDA mélange,IDB,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Indonésie,IDN,Control of Corruption: Number of Sources,CC.NO.SRC,7,,7,9,11,12,15,15,14,14,14,15,15,14,13,13,13,13,13,13,12,12,12
IDA seulement,IDX,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Île de Man,IMN,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Inde,IND,Control of Corruption: Number of Sources,CC.NO.SRC,7,,7,8,10,11,14,14,14,14,14,15,15,14,13,13,13,13,13,13,12,12,12
Non classifié,INX,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Irlande,IRL,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,6,7,7,9,9,9,9,9,10,10,10,9,9,9,9,9,9,9,10,10
"Iran, République islamique d’",IRN,Control of Corruption: Number of Sources,CC.NO.SRC,4,,4,5,7,7,9,9,9,8,9,10,10,10,9,9,9,9,10,10,9,7,6
Iraq,IRQ,Control of Corruption: Number of Sources,CC.NO.SRC,4,,4,5,5,5,5,5,8,9,9,8,9,9,9,9,8,8,8,8,7,6,6
Islande,ISL,Control of Corruption: Number of Sources,CC.NO.SRC,5,,5,5,6,6,7,7,7,7,8,8,9,9,8,8,8,8,8,7,7,7,7
Israël,ISR,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,6,7,7,10,10,10,9,9,9,9,9,9,9,8,8,8,8,7,7,7
Italie,ITA,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,6,7,7,9,9,9,9,12,13,13,12,11,11,11,11,11,11,10,10,10
Jamaïque,JAM,Control of Corruption: Number of Sources,CC.NO.SRC,5,,5,6,7,7,9,9,9,9,9,10,12,12,12,12,12,10,10,10,8,9,8
Jordanie,JOR,Control of Corruption: Number of Sources,CC.NO.SRC,5,,5,8,9,9,11,12,12,12,12,12,13,12,11,11,11,11,10,11,10,10,9
Japon,JPN,Control of Corruption: Number of Sources,CC.NO.SRC,7,,7,7,8,8,10,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10
Kazakhstan,KAZ,Control of Corruption: Number of Sources,CC.NO.SRC,7,,6,7,8,9,11,12,13,12,12,12,14,13,13,13,12,12,12,12,10,10,10
Kenya,KEN,Control of Corruption: Number of Sources,CC.NO.SRC,4,,5,8,11,12,15,15,15,15,15,16,16,16,15,15,15,15,15,15,14,13,13
République kirghize,KGZ,Control of Corruption: Number of Sources,CC.NO.SRC,4,,4,5,6,9,12,12,12,12,12,12,13,13,13,13,12,12,12,12,11,11,11
Cambodge,KHM,Control of Corruption: Number of Sources,CC.NO.SRC,3,,3,5,6,10,13,13,14,14,14,14,14,14,13,13,13,13,13,13,11,11,11
Kiribati,KIR,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,1,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4
Saint-Kitts-et-Nevis,KNA,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
"Corée, République de",KOR,Control of Corruption: Number of Sources,CC.NO.SRC,7,,7,8,9,9,11,11,11,12,12,13,12,12,12,12,12,12,12,12,11,11,11
Koweït,KWT,Control of Corruption: Number of Sources,CC.NO.SRC,4,,5,4,4,6,7,7,8,8,8,8,7,7,7,7,7,7,7,7,6,6,7
Amérique latine et Caraïbes (hors revenu élevé),LAC,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
République démocratique populaire lao,LAO,Control of Corruption: Number of Sources,CC.NO.SRC,2,,2,3,5,7,8,8,9,10,10,10,10,11,10,9,9,9,9,9,8,8,8
Liban,LBN,Control of Corruption: Number of Sources,CC.NO.SRC,4,,5,5,6,6,9,9,10,11,12,13,12,12,10,11,11,11,10,11,10,9,7
Libéria,LBR,Control of Corruption: Number of Sources,CC.NO.SRC,3,,3,4,6,6,7,7,10,13,13,14,16,16,14,15,14,14,14,13,13,12,12
Libye,LBY,Control of Corruption: Number of Sources,CC.NO.SRC,4,,4,5,6,6,6,7,7,8,8,7,10,11,10,8,7,7,8,8,7,7,7
Sainte-Lucie,LCA,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,2,3,3,3,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3
Amérique latine et Caraïbes,LCN,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Pays les moins avancés: classement de l’ONU,LDC,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Faible revenu,LIC,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Control of Corruption: Number of Sources,CC.NO.SRC,1,,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
Sri Lanka,LKA,Control of Corruption: Number of Sources,CC.NO.SRC,5,,5,7,8,10,12,13,13,13,13,13,14,14,13,13,12,12,10,10,9,9,10
"Revenu intermédiaire, tranche inférieure",LMC,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Revenu faible et intermédiaire,LMY,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,Control of Corruption: Number of Sources,CC.NO.SRC,2,,3,3,5,6,8,9,9,9,9,9,10,11,11,11,12,11,11,11,11,11,11
de dividende tardif démographique,LTE,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Lituanie,LTU,Control of Corruption: Number of Sources,CC.NO.SRC,7,,7,8,9,9,11,12,13,13,13,12,12,12,12,12,11,11,11,11,11,12,12
Luxembourg,LUX,Control of Corruption: Number of Sources,CC.NO.SRC,4,,3,4,5,5,6,6,6,7,7,7,7,7,6,6,7,7,7,7,8,10,10
Lettonie,LVA,Control of Corruption: Number of Sources,CC.NO.SRC,7,,7,8,9,9,10,10,10,11,11,11,11,12,12,12,11,11,11,11,11,12,12
"Région administrative spéciale de Macao, Chine",MAC,Control of Corruption: Number of Sources,CC.NO.SRC,1,,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Saint-Martin (fr),MAF,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Maroc,MAR,Control of Corruption: Number of Sources,CC.NO.SRC,4,,5,7,8,8,11,11,12,12,12,13,14,14,13,12,11,12,12,12,10,11,10
Monaco,MCO,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1
Moldova,MDA,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,7,9,11,12,13,13,12,13,13,14,13,13,12,12,12,12,11,8,9,8
Madagascar,MDG,Control of Corruption: Number of Sources,CC.NO.SRC,3,,3,5,7,9,12,12,12,12,13,13,15,16,15,15,15,15,14,14,12,11,11
Maldives,MDV,Control of Corruption: Number of Sources,CC.NO.SRC,2,,2,2,3,5,5,5,5,5,6,6,6,7,6,6,5,5,5,5,6,6,6
Afrique du Nord et Moyen-Orient,MEA,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Mexique,MEX,Control of Corruption: Number of Sources,CC.NO.SRC,6,,7,8,11,11,14,14,14,14,15,16,16,15,14,14,14,14,14,14,13,12,11
Îles Marshall,MHL,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,1,1,1,1,2,2,3,3,2,2,3,3,3,3,3,3,3,3
Revenu intermédiaire,MIC,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Macédoine du Nord,MKD,Control of Corruption: Number of Sources,CC.NO.SRC,5,,5,7,9,9,10,10,11,11,11,9,10,10,10,10,10,9,9,10,8,8,8
Mali,MLI,Control of Corruption: Number of Sources,CC.NO.SRC,3,,4,6,8,9,11,11,11,12,13,13,13,14,13,14,14,14,14,14,13,13,13
Malte,MLT,Control of Corruption: Number of Sources,CC.NO.SRC,2,,2,3,3,3,4,4,4,6,6,6,6,6,6,6,6,6,6,6,7,9,9
Myanmar,MMR,Control of Corruption: Number of Sources,CC.NO.SRC,4,,4,5,6,6,6,6,6,6,6,7,9,11,12,12,12,12,12,12,11,10,9
Afrique du Nord et Moyen-Orient (hors revenu élevé),MNA,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Monténégro,MNE,Control of Corruption: Number of Sources,CC.NO.SRC,1,,1,2,2,3,5,6,8,8,9,8,8,8,8,9,9,9,9,9,8,7,7
Mongolie,MNG,Control of Corruption: Number of Sources,CC.NO.SRC,3,,3,4,5,8,8,9,11,14,14,14,15,14,13,15,14,14,14,13,12,12,12
Mariannes,MNP,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Control of Corruption: Number of Sources,CC.NO.SRC,4,,5,7,10,11,14,14,14,14,14,14,14,15,14,13,12,13,13,13,11,12,12
Mauritanie,MRT,Control of Corruption: Number of Sources,CC.NO.SRC,2,,2,2,5,7,10,10,10,11,11,11,11,12,11,11,11,11,11,10,9,10,10
Maurice,MUS,Control of Corruption: Number of Sources,CC.NO.SRC,3,,4,5,6,6,7,7,7,7,7,9,9,10,10,11,11,11,11,11,10,9,9
Malawi,MWI,Control of Corruption: Number of Sources,CC.NO.SRC,4,,5,7,9,11,12,12,13,13,14,14,15,15,13,14,14,14,14,14,14,13,13
Malaisie,MYS,Control of Corruption: Number of Sources,CC.NO.SRC,7,,7,9,11,11,13,13,13,13,14,15,15,14,12,13,13,13,11,11,10,11,11
Amérique du Nord,NAC,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Namibie,NAM,Control of Corruption: Number of Sources,CC.NO.SRC,4,,6,7,8,8,8,9,8,10,10,10,9,10,10,12,12,11,11,11,10,10,10
Nouvelle-Calédonie,NCL,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Control of Corruption: Number of Sources,CC.NO.SRC,3,,3,4,6,7,9,9,9,10,10,11,11,12,12,13,13,13,13,13,12,12,12
Nigéria,NGA,Control of Corruption: Number of Sources,CC.NO.SRC,5,,6,8,11,12,15,15,15,15,15,16,16,16,15,15,15,15,14,14,13,12,12
Nicaragua,NIC,Control of Corruption: Number of Sources,CC.NO.SRC,5,,6,8,10,12,14,14,13,14,14,14,15,14,13,13,13,14,14,13,11,11,10
Pays-Bas,NLD,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,6,7,7,8,8,8,9,10,11,11,11,10,10,11,11,11,11,10,10,10
Norvège,NOR,Control of Corruption: Number of Sources,CC.NO.SRC,6,,6,6,7,7,9,9,9,9,9,10,10,10,10,10,9,9,9,8,7,7,7
Népal,NPL,Control of Corruption: Number of Sources,CC.NO.SRC,2,,2,4,6,8,10,10,10,12,13,13,13,13,12,12,11,11,11,11,11,11,11
Nauru,NRU,Control of Corruption: Number of Sources,CC.NO.SRC,,,,,,,,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
